0,2.0,3418339,18,1301871.0,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,
0,2.0,3418356,1,336030391.0,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,,,,
0,,3418405,1,410058079.0,0,70s3v5qRyCO/1PCdI6fVXnrW8FU/w+5CKRSa72xgcIo=,3,9,0.0625,0.09277,0.0004940000000000001,0.0
0,,752760242,18,486707.0,0,1yz7jCInn0L3rjrXnHi6LG8jjgl73Xluanu0nnNRlIA=,3,9,0.03125,0.07056,0.00040149999999999995,0.0
0,,752760242,31,227426679.0,0,1yz7jCInn0L3rjrXnHi6LG8jjgl73Xluanu0nnNRlIA=,3,9,0.03125,0.07056,0.00040149999999999995,0.0
0,,752760242,132,204232816.0,0,1yz7jCInn0L3rjrXnHi6LG8jjgl73Xluanu0nnNRlIA=,3,9,0.03125,0.07056,0.00040149999999999995,0.0
0,,986962601,0,2435230407.0,0,TkAqogsbyFyfWiZVCYjlysUpIwOGPGjn7b8JXQLs0BQ=,3,9,0.006874,0.003109,3.82e-05,0.0
0,,2111561443,30,336074106.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,2,9,0.02188,0.021759999999999998,0.0001602,0.0
0,,2111561443,49,478267407.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,2,9,0.02188,0.021759999999999998,0.0001602,0.0
0,,2437926070,3,1437822781.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,8,3648243342.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,12,284754569.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,22,1436342971.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,29,381369.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,37,6565014.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,45,1271798.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,47,3944922723.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,60,6566734.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,62,323143785.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,69,4491856352.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,79,766874302.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,86,1095787.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,87,227459279.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,97,1269936.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,106,4820457161.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,147,567910.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,158,2072117986.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,161,1226248621.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
0,,2437926070,164,706382.0,0,8qRmTJas/6XEBaA0l4Wt1+/qSLgc6p7u7JzoMSuT/M8=,3,9,0.03125,0.04962,0.00031660000000000005,0.0
